Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact,Root_Cause_Clean,Customer_Impact_Clean,Business_Unit,Process
TKT-000178,4,2,7,Netherlands,Medium,2024-02-27,35.0,72,False,Closed,Missing Data,34,Low,False,,Missing Data,Unknown,Manufacturing,Quality Review
TKT-000179,6,8,5,UK,Low,2024-07-02,31.5,120,False,In Progress,Process Gap,11,Low,False,High,Process Gap,High,IT Operations,Customer Support
TKT-000180,7,1,1,France,High,2024-07-23,10.4,24,False,Closed,Training Gap,41,Medium,False,Medium,Training Gap,Medium,Finance,Order Management
TKT-000181,8,1,3,UK,Medium,2024-11-12,11.1,72,False,Closed,External Dependency,38,Low,False,,External Dependency,Unknown,Commercial Operations,Order Management
TKT-000182,2,5,1,France,High,2024-11-14,44.0,24,True,Open,External Dependency,62,Medium,False,Severe,External Dependency,Severe,Quality Assurance,Submission Management
TKT-000183,4,8,1,Australia,Low,2024-11-10,93.1,120,False,Resolved,Unknown,27,Low,False,,Unknown,Unknown,Manufacturing,Customer Support
TKT-000184,6,6,3,Australia,Low,2025-06-03,106.2,120,False,Closed,Training Gap,35,Low,False,Medium,Training Gap,Medium,IT Operations,System Access
TKT-000185,8,4,6,Netherlands,High,2025-01-14,44.7,24,True,Resolved,Training Gap,68,Medium,True,High,Training Gap,High,Commercial Operations,Production Support
TKT-000186,4,6,8,Australia,Medium,2025-10-03,22.7,72,False,Closed,Integration Failure,41,Medium,False,High,Integration Failure,High,Manufacturing,System Access
TKT-000187,1,6,6,Australia,Medium,2025-07-03,49.6,72,False,Resolved,Process Gap,36,Low,False,Medium,Process Gap,Medium,Customer Operations,System Access
TKT-000188,6,1,6,France,Medium,2025-12-09,15.1,72,False,Open,Unknown,25,Low,False,Medium,Unknown,Medium,IT Operations,Order Management
TKT-000189,3,3,5,Australia,Medium,2024-09-23,66.3,72,False,Resolved,Training Gap,33,Low,False,,Training Gap,Unknown,Supply Chain,Inventory Planning
TKT-000190,6,7,1,Germany,High,2024-12-31,39.9,24,True,Resolved,Missing Data,62,Medium,True,Medium,Missing Data,Medium,IT Operations,Invoice Processing
TKT-000191,5,4,1,UK,High,2024-03-27,8.2,24,False,Open,Process Gap,51,Medium,False,,Process Gap,Unknown,Regulatory Affairs,Production Support
TKT-000192,3,6,6,UK,Low,2025-10-17,24.3,120,False,Open,System Defect,16,Low,False,,System Defect,Unknown,Supply Chain,System Access
TKT-000193,2,3,4,Netherlands,Low,2024-03-19,47.8,120,False,Resolved,Training Gap,26,Low,False,Medium,Training Gap,Medium,Quality Assurance,Inventory Planning
TKT-000194,1,5,6,France,Medium,2024-12-13,14.8,72,False,Closed,Training Gap,36,Low,False,Medium,Training Gap,Medium,Customer Operations,Submission Management
TKT-000195,7,4,6,Singapore,Medium,2024-04-26,73.0,72,True,Closed,Training Gap,44,Medium,True,Low,Training Gap,Low,Finance,Production Support
TKT-000196,7,2,7,Singapore,Medium,2025-06-11,2.9,72,False,Open,Human Error,43,Medium,False,High,Human Error,High,Finance,Quality Review
TKT-000197,7,4,7,France,Medium,2024-03-02,142.8,72,True,Resolved,External Dependency,57,Medium,True,High,External Dependency,High,Finance,Production Support
TKT-000198,4,5,8,Canada,Low,2025-05-19,26.7,120,False,Resolved,Human Error,38,Low,False,Low,Human Error,Low,Manufacturing,Submission Management
TKT-000199,1,3,8,Australia,Low,2025-03-21,69.9,120,False,In Progress,Training Gap,9,Low,False,Low,Training Gap,Low,Customer Operations,Inventory Planning
TKT-000200,7,5,6,Netherlands,Medium,2024-07-21,59.4,72,False,Resolved,External Dependency,41,Medium,False,Low,External Dependency,Low,Finance,Submission Management
TKT-000201,8,1,2,Germany,Medium,2025-08-28,20.9,72,False,Resolved,Missing Data,23,Low,False,Low,Missing Data,Low,Commercial Operations,Order Management
TKT-000202,6,6,3,US,High,2025-06-11,10.5,24,False,Closed,Training Gap,50,Medium,False,Medium,Training Gap,Medium,IT Operations,System Access
TKT-000203,2,4,1,Singapore,High,2024-04-28,43.4,24,True,Closed,System Defect,69,Medium,True,Low,System Defect,Low,Quality Assurance,Production Support
TKT-000204,7,3,5,US,Low,2024-04-03,51.9,120,False,Open,Missing Data,24,Low,False,High,Missing Data,High,Finance,Inventory Planning
TKT-000205,8,8,7,Netherlands,Medium,2024-07-22,9.1,72,False,Resolved,Process Gap,39,Low,False,,Process Gap,Unknown,Commercial Operations,Customer Support
TKT-000206,1,8,8,Australia,Critical,2024-11-01,12.9,8,True,Resolved,Integration Failure,78,High,True,Low,Integration Failure,Low,Customer Operations,Customer Support
TKT-000207,3,2,5,Germany,High,2024-04-13,21.7,24,False,In Progress,Process Gap,44,Medium,False,High,Process Gap,High,Supply Chain,Quality Review
TKT-000208,1,5,1,Netherlands,Medium,2024-06-20,51.6,72,False,Closed,Human Error,36,Low,False,Low,Human Error,Low,Customer Operations,Submission Management
TKT-000209,2,6,2,Germany,Critical,2025-01-07,18.0,8,True,In Progress,Integration Failure,63,Medium,True,,Integration Failure,Unknown,Quality Assurance,System Access
TKT-000210,6,6,4,Netherlands,High,2025-08-03,142.2,24,True,Resolved,Unknown,76,High,True,High,Unknown,High,IT Operations,System Access
TKT-000211,8,7,1,Netherlands,Medium,2025-03-21,15.7,72,False,Closed,Unknown,39,Low,False,High,Unknown,High,Commercial Operations,Invoice Processing
TKT-000212,4,2,8,Netherlands,Medium,2024-11-16,98.5,72,True,Resolved,Missing Data,45,Medium,False,Low,Missing Data,Low,Manufacturing,Quality Review
TKT-000213,3,2,6,Canada,Medium,2024-01-22,12.1,72,False,Closed,External Dependency,34,Low,False,Low,External Dependency,Low,Supply Chain,Quality Review
TKT-000214,8,4,4,UK,High,2024-01-27,56.8,24,True,Closed,Integration Failure,73,High,False,Low,Integration Failure,Low,Commercial Operations,Production Support
TKT-000215,4,8,3,Canada,Medium,2024-06-13,40.1,72,False,Resolved,Training Gap,26,Low,False,Low,Training Gap,Low,Manufacturing,Customer Support
TKT-000216,8,6,6,UK,High,2025-05-11,40.0,24,True,Resolved,Training Gap,66,Medium,True,High,Training Gap,High,Commercial Operations,System Access
TKT-000217,7,8,8,Canada,Medium,2024-12-29,3.1,72,False,In Progress,Integration Failure,30,Low,False,Medium,Integration Failure,Medium,Finance,Customer Support
TKT-000218,3,7,6,Netherlands,Medium,2024-09-12,31.0,72,False,Closed,Integration Failure,42,Medium,False,,Integration Failure,Unknown,Supply Chain,Invoice Processing
TKT-000219,8,4,1,Netherlands,Medium,2025-08-08,221.4,72,True,Closed,Integration Failure,61,Medium,False,High,Integration Failure,High,Commercial Operations,Production Support
TKT-000220,7,3,7,Singapore,Low,2024-05-25,9.5,120,False,Closed,Unknown,29,Low,False,Low,Unknown,Low,Finance,Inventory Planning
TKT-000221,7,7,3,Canada,Medium,2024-04-14,55.3,72,False,In Progress,Missing Data,29,Low,False,Severe,Missing Data,Severe,Finance,Invoice Processing
TKT-000222,2,5,3,Australia,Medium,2024-09-20,46.3,72,False,Resolved,Integration Failure,37,Low,False,Medium,Integration Failure,Medium,Quality Assurance,Submission Management
TKT-000223,5,5,8,France,High,2024-08-15,53.2,24,True,Resolved,Training Gap,60,Medium,False,Low,Training Gap,Low,Regulatory Affairs,Submission Management
TKT-000224,4,8,3,Australia,Medium,2025-05-19,63.9,72,False,Resolved,Unknown,32,Low,False,Medium,Unknown,Medium,Manufacturing,Customer Support
TKT-000225,2,7,4,France,High,2024-01-27,58.2,24,True,Resolved,Unknown,58,Medium,True,,Unknown,Unknown,Quality Assurance,Invoice Processing
TKT-000226,3,3,4,Canada,High,2025-01-19,45.9,24,True,In Progress,External Dependency,55,Medium,True,Medium,External Dependency,Medium,Supply Chain,Inventory Planning
TKT-000227,5,2,5,Australia,Low,2025-09-25,9.2,120,False,Resolved,Process Gap,36,Low,False,Medium,Process Gap,Medium,Regulatory Affairs,Quality Review
TKT-000228,3,1,6,Germany,Medium,2025-06-25,3.7,72,False,Resolved,Human Error,28,Low,False,Medium,Human Error,Medium,Supply Chain,Order Management
TKT-000229,6,6,6,Singapore,Low,2024-03-08,85.5,120,False,Resolved,Missing Data,32,Low,False,,Missing Data,Unknown,IT Operations,System Access
TKT-000230,6,4,6,UK,Medium,2025-06-03,49.8,72,False,Closed,Human Error,41,Medium,False,Medium,Human Error,Medium,IT Operations,Production Support
TKT-000231,1,7,7,Singapore,Medium,2024-03-01,41.5,72,False,Open,Human Error,27,Low,False,Low,Human Error,Low,Customer Operations,Invoice Processing
TKT-000232,5,6,6,Germany,Medium,2025-06-28,65.2,72,False,Closed,External Dependency,34,Low,False,Low,External Dependency,Low,Regulatory Affairs,System Access
TKT-000233,3,1,5,UK,Medium,2024-01-09,60.7,72,False,Resolved,Unknown,32,Low,False,Low,Unknown,Low,Supply Chain,Order Management
TKT-000234,1,5,7,Netherlands,Medium,2025-07-14,4.8,72,False,Closed,Integration Failure,19,Low,False,,Integration Failure,Unknown,Customer Operations,Submission Management
TKT-000235,3,6,5,UK,High,2025-10-08,4.7,24,False,Resolved,Training Gap,60,Medium,False,Low,Training Gap,Low,Supply Chain,System Access
TKT-000236,2,4,3,Australia,Medium,2024-01-21,30.2,72,False,In Progress,Unknown,47,Medium,False,Low,Unknown,Low,Quality Assurance,Production Support
TKT-000237,2,7,5,US,High,2025-06-21,65.2,24,True,Closed,System Defect,58,Medium,True,Medium,System Defect,Medium,Quality Assurance,Invoice Processing
TKT-000238,6,4,3,Germany,Critical,2024-06-28,6.6,8,False,In Progress,System Defect,51,Medium,False,,System Defect,Unknown,IT Operations,Production Support
TKT-000239,2,5,6,Germany,Medium,2025-11-07,136.7,72,True,Open,Training Gap,42,Medium,False,Medium,Training Gap,Medium,Quality Assurance,Submission Management
TKT-000240,4,3,7,Singapore,High,2024-07-28,49.4,24,True,Closed,Unknown,78,High,False,Medium,Unknown,Medium,Manufacturing,Inventory Planning
TKT-000241,7,8,1,Australia,Low,2024-03-08,24.8,120,False,Closed,External Dependency,28,Low,False,Medium,External Dependency,Medium,Finance,Customer Support
TKT-000242,2,3,1,Australia,Low,2025-06-26,60.3,120,False,In Progress,Integration Failure,22,Low,False,Low,Integration Failure,Low,Quality Assurance,Inventory Planning
TKT-000243,6,2,7,UK,Low,2025-06-26,41.8,120,False,Closed,Training Gap,36,Low,False,,Training Gap,Unknown,IT Operations,Quality Review
TKT-000244,3,1,4,Netherlands,Medium,2024-06-16,112.4,72,True,Resolved,Training Gap,54,Medium,True,Low,Training Gap,Low,Supply Chain,Order Management
TKT-000245,8,3,7,Australia,Critical,2025-07-11,5.2,8,False,Resolved,Integration Failure,40,Medium,False,High,Integration Failure,High,Commercial Operations,Inventory Planning
TKT-000246,3,2,7,Australia,Low,2025-04-06,136.1,120,True,Open,Human Error,54,Medium,True,Low,Human Error,Low,Supply Chain,Quality Review
TKT-000247,1,1,4,US,Medium,2025-07-29,29.0,72,False,Resolved,System Defect,24,Low,False,Low,System Defect,Low,Customer Operations,Order Management
TKT-000248,8,8,6,France,Low,2025-09-21,40.1,120,False,In Progress,Training Gap,35,Low,False,Medium,Training Gap,Medium,Commercial Operations,Customer Support
TKT-000249,8,5,1,Canada,Low,2024-10-06,27.0,120,False,Resolved,Training Gap,13,Low,False,Low,Training Gap,Low,Commercial Operations,Submission Management
TKT-000250,2,1,2,Australia,Low,2025-02-02,46.4,120,False,Resolved,Unknown,10,Low,False,Medium,Unknown,Medium,Quality Assurance,Order Management
TKT-000251,5,5,6,US,High,2025-11-30,70.1,24,True,In Progress,,59,Medium,True,Low,Unknown,Low,Regulatory Affairs,Submission Management
TKT-000252,1,2,1,Australia,Medium,2025-07-14,103.3,72,True,Resolved,Unknown,65,Medium,True,Low,Unknown,Low,Customer Operations,Quality Review
TKT-000253,1,7,8,US,Low,2024-03-07,7.0,120,False,Closed,External Dependency,29,Low,False,,External Dependency,Unknown,Customer Operations,Invoice Processing
TKT-000254,2,1,3,Canada,High,2024-02-10,45.0,24,True,Resolved,External Dependency,76,High,False,,External Dependency,Unknown,Quality Assurance,Order Management
TKT-000255,6,2,3,Netherlands,High,2025-03-03,19.2,24,False,Open,Unknown,35,Low,False,High,Unknown,High,IT Operations,Quality Review
TKT-000256,1,3,4,Australia,Medium,2025-05-09,143.7,72,True,Resolved,Missing Data,49,Medium,True,Medium,Missing Data,Medium,Customer Operations,Inventory Planning
TKT-000257,1,8,4,France,Low,2025-09-19,57.2,120,False,Resolved,Integration Failure,15,Low,False,,Integration Failure,Unknown,Customer Operations,Customer Support
TKT-000258,5,7,3,Canada,Medium,2024-03-15,46.7,72,False,In Progress,Missing Data,28,Low,False,,Missing Data,Unknown,Regulatory Affairs,Invoice Processing
TKT-000259,8,5,5,Germany,Medium,2025-12-12,46.1,72,False,Resolved,Unknown,39,Low,False,Low,Unknown,Low,Commercial Operations,Submission Management
TKT-000260,8,2,2,US,High,2024-10-23,61.7,24,True,Closed,Training Gap,62,Medium,False,Medium,Training Gap,Medium,Commercial Operations,Quality Review
TKT-000261,5,7,8,Netherlands,Medium,2024-06-26,19.3,72,False,Closed,Training Gap,40,Medium,False,Medium,Training Gap,Medium,Regulatory Affairs,Invoice Processing
TKT-000262,7,2,2,Singapore,Low,2024-04-29,31.6,120,False,Open,Process Gap,37,Low,False,Medium,Process Gap,Medium,Finance,Quality Review
TKT-000263,5,1,7,Netherlands,High,2025-03-30,6.2,24,False,Resolved,Missing Data,43,Medium,False,,Missing Data,Unknown,Regulatory Affairs,Order Management
TKT-000264,4,7,7,Singapore,Medium,2024-04-03,79.5,72,True,Resolved,Integration Failure,41,Medium,True,Medium,Integration Failure,Medium,Manufacturing,Invoice Processing
TKT-000265,8,8,6,France,Low,2024-01-19,49.9,120,False,Open,,28,Low,False,,Unknown,Unknown,Commercial Operations,Customer Support
TKT-000266,8,2,3,US,Medium,2024-03-07,7.0,72,False,Resolved,Missing Data,39,Low,False,Low,Missing Data,Low,Commercial Operations,Quality Review
TKT-000267,6,8,1,Germany,Medium,2025-07-30,43.5,72,False,Resolved,Human Error,21,Low,False,,Human Error,Unknown,IT Operations,Customer Support
TKT-000268,1,3,3,Canada,Medium,2025-01-26,3.8,72,False,In Progress,Integration Failure,24,Low,False,,Integration Failure,Unknown,Customer Operations,Inventory Planning
TKT-000269,4,8,8,France,Medium,2025-01-30,23.0,72,False,In Progress,Integration Failure,22,Low,False,Medium,Integration Failure,Medium,Manufacturing,Customer Support
TKT-000270,4,7,3,Singapore,High,2024-10-26,46.7,24,True,Resolved,Missing Data,69,Medium,True,Medium,Missing Data,Medium,Manufacturing,Invoice Processing
TKT-000271,3,5,3,Germany,Medium,2025-02-11,200.6,72,True,Closed,External Dependency,63,Medium,False,Low,External Dependency,Low,Supply Chain,Submission Management
TKT-000272,3,4,8,Singapore,Medium,2024-05-16,23.0,72,False,Resolved,System Defect,22,Low,False,Low,System Defect,Low,Supply Chain,Production Support
TKT-000273,5,5,6,France,Low,2025-03-10,63.5,120,False,Resolved,Unknown,24,Low,False,,Unknown,Unknown,Regulatory Affairs,Submission Management
TKT-000274,3,2,5,Netherlands,Low,2025-08-10,260.2,120,True,Resolved,Unknown,45,Medium,False,Severe,Unknown,Severe,Supply Chain,Quality Review
TKT-000275,1,5,2,Singapore,Medium,2024-10-15,14.9,72,False,Closed,External Dependency,35,Low,False,Low,External Dependency,Low,Customer Operations,Submission Management
TKT-000276,4,2,5,UK,Medium,2024-11-16,50.2,72,False,Resolved,Integration Failure,18,Low,False,Medium,Integration Failure,Medium,Manufacturing,Quality Review
TKT-000277,8,4,7,US,Medium,2025-09-01,31.1,72,False,Resolved,Human Error,48,Medium,False,,Human Error,Unknown,Commercial Operations,Production Support
TKT-000278,2,2,6,Germany,Medium,2024-01-10,41.2,72,False,Resolved,Integration Failure,43,Medium,False,High,Integration Failure,High,Quality Assurance,Quality Review
TKT-000279,7,4,2,Singapore,Medium,2025-12-31,109.4,72,True,Resolved,System Defect,55,Medium,True,,System Defect,Unknown,Finance,Production Support
TKT-000280,1,5,6,Singapore,Medium,2025-05-31,53.0,72,False,Open,Missing Data,19,Low,False,Low,Missing Data,Low,Customer Operations,Submission Management
TKT-000281,3,5,2,US,Low,2025-10-11,96.2,120,False,Resolved,Process Gap,36,Low,False,High,Process Gap,High,Supply Chain,Submission Management
TKT-000282,6,2,4,Netherlands,Medium,2024-03-15,34.5,72,False,Resolved,Integration Failure,25,Low,False,,Integration Failure,Unknown,IT Operations,Quality Review
TKT-000283,6,3,3,Canada,Medium,2024-08-22,23.0,72,False,Closed,Process Gap,20,Low,False,Medium,Process Gap,Medium,IT Operations,Inventory Planning
TKT-000284,4,2,5,Canada,High,2025-02-14,47.2,24,True,In Progress,Missing Data,76,High,True,Medium,Missing Data,Medium,Manufacturing,Quality Review
TKT-000285,3,8,5,Netherlands,Medium,2025-08-06,19.2,72,False,Closed,Unknown,33,Low,False,High,Unknown,High,Supply Chain,Customer Support
TKT-000286,5,6,7,Canada,Critical,2024-07-24,25.4,8,True,Resolved,Missing Data,83,High,True,Medium,Missing Data,Medium,Regulatory Affairs,System Access
TKT-000287,8,8,4,Netherlands,Medium,2025-09-23,15.9,72,False,Resolved,Human Error,39,Low,False,Medium,Human Error,Medium,Commercial Operations,Customer Support
TKT-000288,8,5,1,US,Medium,2025-05-01,16.8,72,False,Closed,Missing Data,45,Medium,False,Medium,Missing Data,Medium,Commercial Operations,Submission Management
TKT-000289,6,7,4,UK,High,2025-09-01,46.2,24,True,Closed,Human Error,75,High,True,Severe,Human Error,Severe,IT Operations,Invoice Processing
TKT-000290,8,7,6,Canada,Medium,2025-11-11,15.1,72,False,Closed,External Dependency,40,Medium,False,Severe,External Dependency,Severe,Commercial Operations,Invoice Processing
TKT-000291,2,7,8,US,Critical,2024-03-13,11.6,8,True,Resolved,Human Error,69,Medium,False,High,Human Error,High,Quality Assurance,Invoice Processing
TKT-000292,5,8,7,Canada,Critical,2025-05-22,6.6,8,False,In Progress,Human Error,42,Medium,False,,Human Error,Unknown,Regulatory Affairs,Customer Support
TKT-000293,1,2,3,Singapore,Low,2025-02-03,116.7,120,False,Open,Training Gap,31,Low,False,Medium,Training Gap,Medium,Customer Operations,Quality Review
TKT-000294,6,8,3,US,Medium,2024-02-04,33.0,72,False,Closed,Unknown,47,Medium,False,Medium,Unknown,Medium,IT Operations,Customer Support
TKT-000295,1,2,1,France,High,2025-07-25,22.9,24,False,Resolved,Integration Failure,30,Low,False,Medium,Integration Failure,Medium,Customer Operations,Quality Review
TKT-000296,5,4,1,Canada,Medium,2025-01-04,81.6,72,True,Open,Missing Data,60,Medium,False,,Missing Data,Unknown,Regulatory Affairs,Production Support
TKT-000297,4,3,7,US,Medium,2024-09-30,23.6,72,False,Closed,Missing Data,20,Low,False,,Missing Data,Unknown,Manufacturing,Inventory Planning
TKT-000298,5,5,8,Singapore,High,2024-04-23,52.1,24,True,Resolved,System Defect,74,High,True,Medium,System Defect,Medium,Regulatory Affairs,Submission Management
TKT-000299,2,3,6,Germany,Medium,2024-07-23,9.2,72,False,Closed,System Defect,44,Medium,False,,System Defect,Unknown,Quality Assurance,Inventory Planning
TKT-000300,2,2,1,Australia,High,2024-04-25,27.3,24,True,Resolved,Integration Failure,63,Medium,False,Low,Integration Failure,Low,Quality Assurance,Quality Review
