Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact
TKT-000245,8,3,7,Australia,Critical,2025-07-11,5.2,8,No,Resolved,Integration Failure,40,Medium,No,High
TKT-000246,3,2,7,Australia,Low,2025-04-06,136.1,120,Yes,Open,Human Error,54,Medium,Yes,Low
TKT-000247,1,1,4,US,Medium,2025-07-29,29.0,72,No,Resolved,System Defect,24,Low,No,Low
TKT-000248,8,8,6,France,Low,2025-09-21,40.1,120,No,In Progress,Training Gap,35,Low,No,Medium
TKT-000249,8,5,1,Canada,Low,2024-10-06,27.0,120,No,Resolved,Training Gap,13,Low,No,Low
TKT-000250,2,1,2,Australia,Low,2025-02-02,46.4,120,No,Resolved,Unknown,10,Low,No,Medium
TKT-000251,5,5,6,US,High,2025-11-30,70.1,24,Yes,In Progress,,59,Medium,Yes,Low
TKT-000252,1,2,1,Australia,Medium,2025-07-14,103.3,72,Yes,Resolved,Unknown,65,Medium,Yes,Low
TKT-000253,1,7,8,US,Low,2024-03-07,7.0,120,No,Closed,External Dependency,29,Low,No,None
TKT-000254,2,1,3,Canada,High,2024-02-10,45.0,24,Yes,Resolved,External Dependency,76,High,No,
TKT-000255,6,2,3,Netherlands,High,2025-03-03,19.2,24,No,Open,Unknown,35,Low,No,High
TKT-000256,1,3,4,Australia,Medium,2025-05-09,143.7,72,Yes,Resolved,Missing Data,49,Medium,Yes,Medium
TKT-000257,1,8,4,France,Low,2025-09-19,57.2,120,No,Resolved,Integration Failure,15,Low,No,None
TKT-000258,5,7,3,Canada,Medium,2024-03-15,46.7,72,No,In Progress,Missing Data,28,Low,No,None
TKT-000259,8,5,5,Germany,Medium,2025-12-12,46.1,72,No,Resolved,Unknown,39,Low,No,Low
TKT-000260,8,2,2,US,High,2024-10-23,61.7,24,Yes,Closed,Training Gap,62,Medium,No,Medium
TKT-000261,5,7,8,Netherlands,Medium,2024-06-26,19.3,72,No,Closed,Training Gap,40,Medium,No,Medium
TKT-000262,7,2,2,Singapore,Low,2024-04-29,31.6,120,No,Open,Process Gap,37,Low,No,Medium
TKT-000263,5,1,7,Netherlands,High,2025-03-30,6.2,24,No,Resolved,Missing Data,43,Medium,No,None
TKT-000264,4,7,7,Singapore,Medium,2024-04-03,79.5,72,Yes,Resolved,Integration Failure,41,Medium,Yes,Medium
TKT-000265,8,8,6,France,Low,2024-01-19,49.9,120,No,Open,,28,Low,No,None
TKT-000266,8,2,3,US,Medium,2024-03-07,7.0,72,No,Resolved,Missing Data,39,Low,No,Low
TKT-000267,6,8,1,Germany,Medium,2025-07-30,43.5,72,No,Resolved,Human Error,21,Low,No,None
TKT-000268,1,3,3,Canada,Medium,2025-01-26,3.8,72,No,In Progress,Integration Failure,24,Low,No,None
TKT-000269,4,8,8,France,Medium,2025-01-30,23.0,72,No,In Progress,Integration Failure,22,Low,No,Medium
TKT-000270,4,7,3,Singapore,High,2024-10-26,46.7,24,Yes,Resolved,Missing Data,69,Medium,Yes,Medium
TKT-000271,3,5,3,Germany,Medium,2025-02-11,200.6,72,Yes,Closed,External Dependency,63,Medium,No,Low
TKT-000272,3,4,8,Singapore,Medium,2024-05-16,23.0,72,No,Resolved,System Defect,22,Low,No,Low
TKT-000273,5,5,6,France,Low,2025-03-10,63.5,120,No,Resolved,Unknown,24,Low,No,None
TKT-000274,3,2,5,Netherlands,Low,2025-08-10,260.2,120,Yes,Resolved,Unknown,45,Medium,No,Severe
TKT-000275,1,5,2,Singapore,Medium,2024-10-15,14.9,72,No,Closed,External Dependency,35,Low,No,Low
TKT-000276,4,2,5,UK,Medium,2024-11-16,50.2,72,No,Resolved,Integration Failure,18,Low,No,Medium
TKT-000277,8,4,7,US,Medium,2025-09-01,31.1,72,No,Resolved,Human Error,48,Medium,No,None
TKT-000278,2,2,6,Germany,Medium,2024-01-10,41.2,72,No,Resolved,Integration Failure,43,Medium,No,High
TKT-000279,7,4,2,Singapore,Medium,2025-12-31,109.4,72,Yes,Resolved,System Defect,55,Medium,Yes,None
TKT-000280,1,5,6,Singapore,Medium,2025-05-31,53.0,72,No,Open,Missing Data,19,Low,No,Low
TKT-000281,3,5,2,US,Low,2025-10-11,96.2,120,No,Resolved,Process Gap,36,Low,No,High
TKT-000282,6,2,4,Netherlands,Medium,2024-03-15,34.5,72,No,Resolved,Integration Failure,25,Low,No,None
TKT-000283,6,3,3,Canada,Medium,2024-08-22,23.0,72,No,Closed,Process Gap,20,Low,No,Medium
TKT-000284,4,2,5,Canada,High,2025-02-14,47.2,24,Yes,In Progress,Missing Data,76,High,Yes,Medium
TKT-000285,3,8,5,Netherlands,Medium,2025-08-06,19.2,72,No,Closed,Unknown,33,Low,No,High
TKT-000286,5,6,7,Canada,Critical,2024-07-24,25.4,8,Yes,Resolved,Missing Data,83,High,Yes,Medium
TKT-000287,8,8,4,Netherlands,Medium,2025-09-23,15.9,72,No,Resolved,Human Error,39,Low,No,Medium
TKT-000288,8,5,1,US,Medium,2025-05-01,16.8,72,No,Closed,Missing Data,45,Medium,No,Medium
TKT-000289,6,7,4,UK,High,2025-09-01,46.2,24,Yes,Closed,Human Error,75,High,Yes,Severe
TKT-000290,8,7,6,Canada,Medium,2025-11-11,15.1,72,No,Closed,External Dependency,40,Medium,No,Severe
TKT-000291,2,7,8,US,Critical,2024-03-13,11.6,8,Yes,Resolved,Human Error,69,Medium,No,High
TKT-000292,5,8,7,Canada,Critical,2025-05-22,6.6,8,No,In Progress,Human Error,42,Medium,No,None
TKT-000293,1,2,3,Singapore,Low,2025-02-03,116.7,120,No,Open,Training Gap,31,Low,No,Medium
TKT-000294,6,8,3,US,Medium,2024-02-04,33.0,72,No,Closed,Unknown,47,Medium,No,Medium
TKT-000295,1,2,1,France,High,2025-07-25,22.9,24,No,Resolved,Integration Failure,30,Low,No,Medium
TKT-000296,5,4,1,Canada,Medium,2025-01-04,81.6,72,Yes,Open,Missing Data,60,Medium,No,
TKT-000297,4,3,7,US,Medium,2024-09-30,23.6,72,No,Closed,Missing Data,20,Low,No,None
TKT-000298,5,5,8,Singapore,High,2024-04-23,52.1,24,Yes,Resolved,System Defect,74,High,Yes,Medium
TKT-000299,2,3,6,Germany,Medium,2024-07-23,9.2,72,No,Closed,System Defect,44,Medium,No,None
TKT-000300,2,2,1,Australia,High,2024-04-25,27.3,24,Yes,Resolved,Integration Failure,63,Medium,No,Low
TKT-000301,1,6,5,UK,Critical,2025-07-15,30.7,8,Yes,Resolved,Human Error,70,High,No,Low
TKT-000302,5,8,2,Australia,Medium,2024-04-25,11.5,72,No,Closed,Process Gap,40,Medium,No,Low
TKT-000303,2,2,5,Netherlands,Medium,2024-11-21,30.3,72,No,Resolved,Process Gap,20,Low,No,Low
TKT-000304,7,1,1,Canada,Medium,2025-02-18,101.6,72,Yes,Closed,Integration Failure,45,Medium,No,Medium
TKT-000305,6,4,2,Singapore,Medium,2025-12-12,16.4,72,No,In Progress,Training Gap,35,Low,No,None
TKT-000306,7,7,1,France,Low,2025-08-16,396.1,120,Yes,Resolved,Unknown,51,Medium,Yes,Low
TKT-000307,1,3,3,France,Medium,2025-06-24,29.1,72,No,Resolved,System Defect,46,Medium,No,Low
TKT-000308,6,2,4,Germany,Medium,2025-07-13,43.9,72,No,In Progress,Integration Failure,43,Medium,No,Medium
TKT-000309,8,3,6,Canada,Medium,2025-12-12,26.0,72,No,Closed,System Defect,20,Low,No,None
TKT-000310,1,7,1,UK,High,2025-11-04,7.8,24,No,Resolved,System Defect,50,Medium,No,None
TKT-000311,8,1,7,Germany,Medium,2024-05-21,60.4,72,No,In Progress,Human Error,42,Medium,No,Low
TKT-000312,4,3,4,Netherlands,Critical,2024-04-28,49.7,8,Yes,Resolved,Training Gap,87,High,Yes,Low
TKT-000313,4,6,3,France,Critical,2024-04-12,28.5,8,Yes,Closed,External Dependency,83,High,No,Medium
TKT-000314,4,1,1,Australia,Low,2024-10-13,16.9,120,No,Closed,External Dependency,38,Low,No,None
TKT-000315,4,8,5,Netherlands,Low,2025-10-24,105.4,120,No,Resolved,Human Error,25,Low,No,Low
TKT-000316,8,4,8,Germany,Medium,2025-08-28,38.7,72,No,Resolved,Missing Data,47,Medium,No,None
TKT-000317,6,8,2,Germany,Medium,2025-09-26,21.6,72,No,Closed,Training Gap,42,Medium,No,Medium
TKT-000318,8,4,8,Germany,High,2025-05-25,103.2,24,Yes,In Progress,Training Gap,54,Medium,Yes,Low
TKT-000319,5,2,1,Australia,High,2025-03-22,14.1,24,No,Resolved,Missing Data,52,Medium,No,None
TKT-000320,4,7,7,Australia,High,2025-09-21,14.2,24,No,Open,Human Error,57,Medium,No,None
TKT-000321,3,6,1,Australia,Medium,2024-07-12,14.0,72,No,Resolved,External Dependency,20,Low,No,Medium
TKT-000322,8,7,7,US,Medium,2025-06-18,33.5,72,No,Resolved,External Dependency,31,Low,No,Medium
TKT-000323,8,7,2,France,Medium,2024-03-24,26.9,72,No,Resolved,System Defect,31,Low,No,None
TKT-000324,6,1,6,Germany,High,2024-07-17,9.8,24,No,Resolved,Integration Failure,32,Low,No,High
TKT-000325,5,8,3,US,Low,2024-11-08,12.9,120,No,Resolved,Missing Data,17,Low,No,Medium
TKT-000326,7,3,8,Australia,Medium,2024-09-22,14.3,72,No,In Progress,Training Gap,26,Low,No,Medium
TKT-000327,7,4,3,Canada,Medium,2024-03-22,252.3,72,Yes,Closed,Missing Data,47,Medium,No,Low
TKT-000328,5,4,5,UK,Medium,2025-10-15,52.8,72,No,Resolved,System Defect,45,Medium,No,Low
TKT-000329,8,1,3,UK,Medium,2025-11-07,33.9,72,No,Resolved,Process Gap,48,Medium,No,None
TKT-000330,2,3,5,Australia,High,2025-08-15,16.0,24,No,Resolved,Training Gap,40,Medium,No,Medium
TKT-000331,7,5,8,Canada,Medium,2025-12-04,24.9,72,No,Closed,Unknown,24,Low,No,Medium
TKT-000332,2,1,6,Canada,Medium,2025-01-06,49.1,72,No,In Progress,Integration Failure,33,Low,No,None
TKT-000333,6,5,8,Australia,Critical,2024-08-09,69.9,8,Yes,Resolved,Integration Failure,71,High,Yes,Medium
TKT-000334,8,1,8,Canada,High,2025-01-06,20.1,24,No,Closed,Human Error,31,Low,No,Low
TKT-000335,4,7,5,Netherlands,Critical,2024-01-14,43.7,8,Yes,Closed,Process Gap,67,Medium,No,Medium
TKT-000336,8,4,1,Australia,Critical,2025-03-26,12.9,8,Yes,Closed,Unknown,73,High,Yes,None
TKT-000337,1,1,3,France,Low,2025-01-12,126.6,120,Yes,Resolved,Unknown,50,Medium,No,None
TKT-000338,3,6,5,Germany,Medium,2024-04-30,63.9,72,No,In Progress,External Dependency,44,Medium,No,Low
TKT-000339,4,6,7,Australia,Medium,2024-12-28,51.7,72,No,Open,System Defect,45,Medium,No,None
TKT-000340,8,3,1,US,High,2024-02-18,26.4,24,Yes,Open,Human Error,56,Medium,Yes,Medium
TKT-000341,5,1,4,US,Medium,2024-05-23,10.2,72,No,Resolved,System Defect,47,Medium,No,High
TKT-000342,7,2,4,Germany,Medium,2025-01-02,39.4,72,No,Open,Integration Failure,38,Low,No,Low
TKT-000343,3,3,4,Germany,High,2025-06-04,86.0,24,Yes,Resolved,Unknown,51,Medium,No,High
TKT-000344,2,3,7,UK,Medium,2025-11-05,20.8,72,No,Open,External Dependency,24,Low,No,None
TKT-000345,1,2,2,France,Medium,2024-12-06,21.9,72,No,In Progress,System Defect,29,Low,No,Low
TKT-000346,4,8,4,Netherlands,Medium,2024-10-29,114.3,72,Yes,Resolved,Training Gap,44,Medium,Yes,None
TKT-000347,2,8,7,Singapore,Medium,2025-09-11,33.0,72,No,Closed,External Dependency,38,Low,No,High
TKT-000348,7,1,4,Canada,Critical,2025-06-07,36.1,8,Yes,In Progress,Integration Failure,60,Medium,Yes,None
TKT-000349,4,6,3,Netherlands,Medium,2024-03-16,37.0,72,No,Resolved,Training Gap,44,Medium,No,Low
TKT-000350,1,1,7,Netherlands,Medium,2025-12-20,28.0,72,No,Closed,System Defect,22,Low,No,Medium
TKT-000351,7,6,6,France,Medium,2025-12-17,8.7,72,No,Open,System Defect,36,Low,No,Low
TKT-000352,5,7,7,Netherlands,Low,2025-07-22,48.3,120,No,Resolved,Training Gap,24,Low,No,None
TKT-000353,3,4,5,Germany,Medium,2025-07-17,69.3,72,No,Resolved,System Defect,26,Low,No,None
TKT-000354,8,8,7,France,High,2025-03-17,14.0,24,No,Resolved,Human Error,32,Low,No,Low
TKT-000355,3,8,4,Canada,Critical,2025-08-01,39.8,8,Yes,Open,Process Gap,86,High,Yes,Medium
TKT-000356,7,5,2,Canada,Medium,2025-04-17,103.4,72,Yes,Resolved,Training Gap,40,Medium,No,None
TKT-000357,7,3,1,Singapore,Critical,2025-09-11,3.4,8,No,Resolved,Missing Data,61,Medium,No,Low
TKT-000358,2,5,1,Netherlands,Medium,2024-03-09,63.8,72,No,Resolved,Human Error,48,Medium,No,Low
TKT-000359,6,2,5,France,Low,2024-12-24,53.8,120,No,In Progress,System Defect,33,Low,No,Medium
TKT-000360,1,1,8,Singapore,Medium,2025-06-13,14.1,72,No,Resolved,Integration Failure,29,Low,No,Low
TKT-000361,1,5,5,Australia,Medium,2024-12-04,40.7,72,No,In Progress,Process Gap,31,Low,No,None
TKT-000362,5,1,2,UK,Medium,2025-05-09,24.7,72,No,Resolved,External Dependency,36,Low,No,None
TKT-000363,8,8,8,Netherlands,Medium,2025-10-28,43.1,72,No,Resolved,Integration Failure,30,Low,No,Low
TKT-000364,5,6,3,US,Medium,2024-01-16,64.0,72,No,Open,Unknown,27,Low,No,None
TKT-000365,4,6,2,Netherlands,Low,2024-12-23,36.9,120,No,Resolved,Unknown,12,Low,No,None
TKT-000366,4,3,5,UK,Medium,2025-05-14,41.5,72,No,Resolved,Training Gap,21,Low,No,None
TKT-000367,3,2,1,US,Low,2025-08-09,52.0,120,No,In Progress,Unknown,11,Low,No,None
TKT-000368,4,5,7,Netherlands,Low,2024-01-07,32.1,120,No,Closed,Missing Data,14,Low,No,Low
TKT-000369,8,3,7,US,High,2024-04-27,4.5,24,No,Resolved,Process Gap,52,Medium,No,Low
TKT-000370,2,6,3,US,Critical,2024-07-05,11.0,8,Yes,Resolved,Human Error,76,High,No,None
TKT-000371,7,3,5,Netherlands,High,2024-05-22,9.8,24,No,Closed,Unknown,51,Medium,No,Low
TKT-000372,8,5,5,Germany,Critical,2024-11-16,6.7,8,No,Resolved,Training Gap,45,Medium,No,None
TKT-000373,7,7,3,France,High,2024-10-08,44.0,24,Yes,In Progress,Process Gap,61,Medium,Yes,Medium
TKT-000374,5,5,6,Australia,Medium,2025-03-10,24.6,72,No,In Progress,External Dependency,18,Low,No,Low
TKT-000375,1,7,4,Singapore,Critical,2025-06-02,11.4,8,Yes,In Progress,Unknown,86,High,Yes,Low
TKT-000376,6,7,5,Australia,High,2025-03-23,37.2,24,Yes,Resolved,Integration Failure,50,Medium,No,Severe
TKT-000377,1,7,3,France,Low,2025-02-14,19.6,120,No,In Progress,Training Gap,27,Low,No,High
TKT-000378,4,1,2,Netherlands,Critical,2025-03-04,46.8,8,Yes,Resolved,Training Gap,86,High,No,Low
TKT-000379,8,1,2,Singapore,Medium,2024-11-10,41.9,72,No,Open,External Dependency,31,Low,No,Medium
TKT-000380,6,8,3,Singapore,High,2024-05-03,10.0,24,No,Closed,Process Gap,30,Low,No,Medium
TKT-000381,7,8,3,Singapore,High,2025-04-21,9.4,24,No,In Progress,Missing Data,52,Medium,No,None
TKT-000382,7,2,7,Germany,Medium,2025-10-11,17.9,72,No,Open,Human Error,22,Low,No,High
TKT-000383,1,4,8,Singapore,Medium,2024-01-25,40.3,72,No,Resolved,Integration Failure,45,Medium,No,Low
TKT-000384,5,1,8,Singapore,Low,2025-04-11,40.7,120,No,Closed,Training Gap,17,Low,No,None
TKT-000385,5,5,3,US,Medium,2024-01-25,14.6,72,No,Closed,External Dependency,20,Low,No,High
TKT-000386,8,5,3,UK,Medium,2025-10-16,79.0,72,Yes,In Progress,Unknown,38,Low,No,High
TKT-000387,5,8,2,Singapore,High,2025-05-01,49.9,24,Yes,Resolved,Training Gap,68,Medium,No,Medium
TKT-000388,2,4,5,UK,High,2024-06-07,9.1,24,No,Open,Missing Data,38,Low,No,Medium
TKT-000389,4,1,2,Canada,Medium,2025-03-29,50.3,72,No,Closed,Missing Data,21,Low,No,Low
TKT-000390,2,6,3,Netherlands,Medium,2024-04-02,6.8,72,No,Resolved,Training Gap,46,Medium,No,Medium
TKT-000391,4,2,5,Germany,Low,2024-03-19,40.9,120,No,Closed,Integration Failure,12,Low,No,None
TKT-000392,8,6,3,US,Medium,2024-08-11,58.6,72,No,Resolved,Training Gap,30,Low,No,None
TKT-000393,1,8,1,France,Medium,2025-12-14,7.0,72,No,Open,External Dependency,19,Low,No,None
TKT-000394,7,7,4,Singapore,Medium,2024-08-25,121.3,72,Yes,Resolved,Integration Failure,40,Medium,No,Low
TKT-000395,3,7,4,Australia,Medium,2025-05-31,27.6,72,No,In Progress,Human Error,24,Low,No,Low
TKT-000396,1,8,3,France,Low,2024-09-24,61.3,120,No,Resolved,Missing Data,27,Low,No,Low
TKT-000397,5,2,3,Australia,Low,2024-10-25,24.3,120,No,Resolved,Training Gap,8,Low,No,Low
TKT-000398,7,8,5,US,Medium,2025-06-25,19.7,72,No,Open,Training Gap,32,Low,No,Medium
TKT-000399,2,5,4,France,Medium,2025-09-04,32.9,72,No,Resolved,Human Error,33,Low,No,Medium
TKT-000400,6,3,7,Singapore,Medium,2025-06-15,153.1,72,Yes,Closed,Process Gap,63,Medium,No,Low
TKT-000401,1,2,5,Germany,High,2025-02-27,25.3,24,Yes,Resolved,Integration Failure,62,Medium,No,Medium
TKT-000402,1,7,1,UK,Low,2025-05-15,22.7,120,No,Closed,Integration Failure,31,Low,No,None
TKT-000403,5,6,7,Germany,Medium,2025-04-28,15.0,72,No,In Progress,Integration Failure,40,Medium,No,Low
TKT-000404,7,1,7,US,Low,2025-08-30,127.0,120,Yes,Resolved,Unknown,37,Low,No,None
TKT-000405,3,5,6,France,Medium,2025-11-25,37.5,72,No,Resolved,Human Error,30,Low,No,Medium
TKT-000406,1,5,7,France,Low,2025-06-30,34.8,120,No,In Progress,Unknown,20,Low,No,Medium
TKT-000407,3,1,5,UK,Medium,2024-01-17,62.9,72,No,Resolved,System Defect,36,Low,No,Low
TKT-000408,2,6,1,Netherlands,Critical,2024-07-18,22.0,8,Yes,In Progress,Integration Failure,69,Medium,Yes,High
TKT-000409,6,2,5,France,Low,2025-08-10,95.6,120,No,Resolved,System Defect,20,Low,No,None
TKT-000410,8,8,2,Canada,High,2024-10-01,4.2,24,No,Closed,External Dependency,35,Low,No,Medium
TKT-000411,3,6,6,Australia,High,2025-07-27,64.2,24,Yes,Closed,,52,Medium,No,None
TKT-000412,1,2,1,Netherlands,Low,2025-07-12,85.5,120,No,Resolved,Training Gap,33,Low,No,Medium
TKT-000413,1,2,4,UK,Low,2025-01-01,24.0,120,No,Resolved,Human Error,31,Low,No,High
TKT-000414,5,1,8,Netherlands,Medium,2024-10-17,7.1,72,No,Closed,Missing Data,19,Low,No,Medium
TKT-000415,1,6,8,Canada,Medium,2024-05-20,33.3,72,No,Resolved,System Defect,25,Low,No,Medium
TKT-000416,1,7,6,Netherlands,Medium,2024-01-07,106.9,72,Yes,In Progress,Unknown,42,Medium,No,High
TKT-000417,2,7,8,Singapore,High,2024-11-06,10.1,24,No,Resolved,Process Gap,33,Low,No,None
TKT-000418,8,5,1,Australia,Medium,2025-08-12,22.0,72,No,Resolved,System Defect,19,Low,No,Medium
TKT-000419,8,5,6,Canada,Medium,2025-12-30,48.9,72,No,Resolved,External Dependency,47,Medium,No,Medium
TKT-000420,8,4,8,Canada,Medium,2025-04-04,31.9,72,No,Resolved,System Defect,35,Low,No,None
TKT-000421,2,2,8,Netherlands,Medium,2025-11-21,37.2,72,No,Resolved,Process Gap,35,Low,No,None
TKT-000422,1,7,4,Germany,Medium,2025-09-06,113.7,72,Yes,Resolved,Integration Failure,53,Medium,No,Low
TKT-000423,2,6,5,Singapore,High,2025-05-29,36.8,24,Yes,In Progress,Training Gap,65,Medium,Yes,Medium
TKT-000424,8,5,2,Canada,Medium,2025-12-01,12.7,72,No,In Progress,Human Error,28,Low,No,High
TKT-000425,7,3,7,Singapore,Critical,2024-09-14,49.9,8,Yes,Closed,Missing Data,86,High,Yes,Low
TKT-000426,3,1,5,Netherlands,Medium,2025-08-27,14.7,72,No,Resolved,Human Error,23,Low,No,Low
TKT-000427,6,3,3,Australia,Medium,2025-02-16,69.1,72,No,Resolved,External Dependency,47,Medium,No,None
TKT-000428,2,2,1,Australia,Low,2024-09-28,78.7,120,No,Resolved,Unknown,36,Low,No,Low
TKT-000429,2,5,1,Germany,Medium,2024-09-17,19.5,72,No,Resolved,Human Error,39,Low,No,Medium
TKT-000430,2,5,2,Germany,High,2025-07-11,29.6,24,Yes,Resolved,Unknown,50,Medium,No,None
TKT-000431,4,2,4,Canada,High,2024-11-22,26.7,24,Yes,Closed,External Dependency,55,Medium,Yes,Medium
TKT-000432,8,2,8,Netherlands,Medium,2024-06-12,19.7,72,No,Resolved,External Dependency,39,Low,No,Low
TKT-000433,4,2,4,Australia,Medium,2025-08-07,15.5,72,No,Closed,Human Error,48,Medium,No,High
TKT-000434,1,3,7,Canada,High,2025-02-24,31.8,24,Yes,Resolved,Process Gap,56,Medium,No,Low
TKT-000435,4,7,3,Singapore,High,2025-11-28,54.3,24,Yes,Resolved,External Dependency,54,Medium,Yes,None
TKT-000436,5,3,4,Germany,Medium,2025-06-27,56.8,72,No,In Progress,Training Gap,40,Medium,No,Medium
TKT-000437,1,3,4,Canada,Critical,2024-04-06,16.8,8,Yes,Resolved,Process Gap,64,Medium,Yes,Low
TKT-000438,5,4,5,Germany,Low,2025-05-21,35.9,120,No,Resolved,Missing Data,18,Low,No,Low
TKT-000439,7,6,1,US,Medium,2025-09-25,20.8,72,No,Resolved,Training Gap,34,Low,No,None
TKT-000440,2,4,1,Germany,High,2025-09-01,13.0,24,No,Resolved,Integration Failure,50,Medium,No,None
TKT-000441,5,4,7,Germany,High,2024-01-11,14.3,24,No,Resolved,External Dependency,59,Medium,No,Low
TKT-000442,3,8,7,Germany,Low,2025-12-20,39.5,120,No,Resolved,System Defect,35,Low,No,Low
TKT-000443,7,4,4,Germany,Medium,2025-01-01,20.2,72,No,Resolved,Process Gap,20,Low,No,Medium
TKT-000444,4,7,4,Netherlands,Medium,2024-08-12,125.7,72,Yes,Resolved,Integration Failure,62,Medium,No,Medium
TKT-000445,1,8,7,Singapore,Medium,2025-11-01,59.3,72,No,Closed,Human Error,39,Low,No,High
TKT-000446,7,2,4,Canada,Low,2025-04-24,29.6,120,No,Resolved,Missing Data,27,Low,No,Medium
TKT-000447,5,1,6,France,Low,2024-12-08,50.8,120,No,Closed,Integration Failure,27,Low,No,Low
TKT-000448,6,6,3,Netherlands,Medium,2024-01-14,30.4,72,No,Open,External Dependency,43,Medium,No,High
TKT-000449,2,7,8,UK,Medium,2024-04-27,11.0,72,No,Closed,System Defect,46,Medium,No,Low
TKT-000450,2,1,2,US,High,2025-12-02,231.7,24,Yes,Resolved,Missing Data,60,Medium,No,Low
TKT-000451,5,3,1,US,Medium,2025-07-06,44.9,72,No,In Progress,System Defect,44,Medium,No,Medium
TKT-000452,1,1,5,Canada,Medium,2025-06-15,39.2,72,No,Resolved,External Dependency,35,Low,No,None
TKT-000453,2,5,6,France,Medium,2024-06-20,41.4,72,No,Closed,Process Gap,44,Medium,No,Low
TKT-000454,2,5,4,UK,Low,2025-04-15,25.2,120,No,In Progress,Process Gap,21,Low,No,None
TKT-000455,4,4,5,France,High,2025-12-14,11.2,24,No,Closed,Training Gap,51,Medium,No,Medium
TKT-000456,5,8,3,France,Medium,2025-06-28,41.4,72,No,Resolved,Human Error,40,Medium,No,Low
TKT-000457,3,8,6,UK,Critical,2025-12-20,43.0,8,Yes,Resolved,Human Error,89,High,No,Low
TKT-000458,7,2,6,Germany,Medium,2024-04-03,57.1,72,No,Resolved,Process Gap,29,Low,No,None
TKT-000459,7,5,1,UK,Critical,2024-11-26,20.3,8,Yes,Closed,Training Gap,81,High,No,None
TKT-000460,4,6,5,Netherlands,High,2025-03-05,10.9,24,No,Resolved,Missing Data,49,Medium,No,None
TKT-000461,3,6,6,Germany,High,2025-09-07,29.5,24,Yes,Closed,Training Gap,64,Medium,No,Low
TKT-000462,5,8,1,Australia,Medium,2025-06-23,10.0,72,No,Resolved,External Dependency,29,Low,No,Medium
TKT-000463,6,8,6,Germany,Medium,2024-04-08,31.0,72,No,Resolved,Missing Data,47,Medium,No,Medium
TKT-000464,2,4,3,UK,Medium,2024-03-29,14.2,72,No,Resolved,Unknown,28,Low,No,Medium
TKT-000465,3,4,8,US,Low,2025-04-23,89.1,120,No,Resolved,Process Gap,12,Low,No,Low
TKT-000466,1,7,6,UK,Medium,2025-09-21,142.2,72,Yes,Resolved,Process Gap,42,Medium,Yes,Medium
TKT-000467,7,3,7,France,High,2024-03-19,19.5,24,No,Open,Process Gap,59,Medium,No,Severe
TKT-000468,7,2,8,Canada,Low,2025-10-02,42.5,120,No,Resolved,Process Gap,26,Low,No,Low
TKT-000469,8,8,2,UK,High,2024-01-11,39.0,24,Yes,Open,Process Gap,52,Medium,Yes,Low
TKT-000470,2,8,7,Singapore,Low,2024-04-07,50.1,120,No,Resolved,Process Gap,35,Low,No,None
TKT-000471,6,2,3,Canada,Critical,2025-12-28,37.0,8,Yes,Closed,External Dependency,85,High,Yes,None
TKT-000472,7,1,8,UK,Low,2024-01-09,11.7,120,No,Resolved,System Defect,25,Low,No,Severe
TKT-000473,8,2,1,France,Critical,2025-02-11,11.1,8,Yes,Closed,Integration Failure,86,High,No,None
TKT-000474,3,4,7,Netherlands,Low,2024-11-24,27.5,120,No,Resolved,Process Gap,26,Low,No,Medium
TKT-000475,1,2,8,Germany,Medium,2025-12-25,7.1,72,No,Open,Missing Data,48,Medium,No,Low
TKT-000476,2,1,2,Australia,Low,2025-05-10,13.7,120,No,Resolved,System Defect,36,Low,No,None
TKT-000477,1,4,8,Canada,Critical,2024-06-04,12.6,8,Yes,Resolved,Human Error,87,High,Yes,High
TKT-000478,7,4,6,Singapore,Medium,2024-02-11,15.4,72,No,Closed,Human Error,47,Medium,No,Low
TKT-000479,6,3,3,Australia,Low,2025-11-04,56.3,120,No,Open,Training Gap,29,Low,No,Low
TKT-000480,5,2,3,Canada,Medium,2024-07-18,22.7,72,No,Resolved,Integration Failure,47,Medium,No,High
TKT-000481,1,8,6,Singapore,Medium,2024-10-18,67.9,72,No,Resolved,Process Gap,38,Low,No,Medium
TKT-000482,5,4,6,UK,Medium,2024-11-15,47.5,72,No,Closed,Missing Data,47,Medium,No,High
TKT-000483,3,4,2,Singapore,Medium,2024-12-31,39.4,72,No,Resolved,Training Gap,37,Low,No,High
TKT-000484,3,3,2,Australia,Medium,2025-02-26,77.6,72,Yes,Closed,Process Gap,47,Medium,No,Low
TKT-000485,1,6,7,Germany,Medium,2024-05-22,70.2,72,No,Resolved,External Dependency,19,Low,No,Medium
TKT-000486,7,1,3,US,Low,2025-07-29,31.0,120,No,Open,Integration Failure,31,Low,No,None
